feedback_id,feedback,sentiment
1889,"It was okay, nothing great.",positive
1890,Good value for money.,neutral
1891,The product is excellent.,positive
1892,Unhelpful and rude staff.,negative
1893,Poor quality materials used.,positive
1894,,
1895,Terrible customer service.,positive
1896,Will not recommend to others.,neutral
1897,The packaging was damaged.,positive
1898,Fast delivery and great support.,negative
1899,"It was okay, nothing great.",positive
1900,The product is excellent.,positive
1901,Terrible customer service.,neutral
1902,Fast delivery and great support.,negative
1903,The packaging was damaged.,negative
1904,Satisfied with the service.,positive
1905,Unhelpful and rude staff.,negative
1906,,
1907,The product is excellent.,positive
1908,Quick resolution of my issue.,positive
1909,Satisfied with the service.,positive
1910,Exceeded my expectations!,negative
1911,Quick resolution of my issue.,positive
1912,Fast delivery and great support.,negative
1913,"It was okay, nothing great.",neutral
1914,Fast delivery and great support.,negative
1915,Unhelpful and rude staff.,negative
1916,Terrible customer service.,negative
1917,Loved the user interface.,neutral
1918,Average experience overall.,negative
1919,Terrible customer service.,neutral
1920,Unhelpful and rude staff.,negative
1921,Average experience overall.,negative
1922,Loved the user interface.,neutral
1923,,
1924,Average experience overall.,negative
1925,Good value for money.,negative
1926,"It was okay, nothing great.",positive
1927,Will not recommend to others.,negative
1928,,
1929,The product is excellent.,positive
1930,Terrible customer service.,positive
1931,Satisfied with the service.,negative
1932,,
1933,Average experience overall.,positive
1934,The product is excellent.,positive
1935,Good value for money.,neutral
1936,Poor quality materials used.,negative
1937,The packaging was damaged.,positive
1938,Worst experience I've ever had.,positive
1939,"It was okay, nothing great.",negative
1940,Average experience overall.,positive
1941,Poor quality materials used.,negative
1942,Poor quality materials used.,positive
1943,The product is excellent.,negative
1944,Average experience overall.,neutral
1945,Terrible customer service.,neutral
1946,Loved the user interface.,negative
1947,Will not recommend to others.,positive
1948,"It was okay, nothing great.",neutral
1949,Quick resolution of my issue.,positive
1950,Unhelpful and rude staff.,negative
1951,,
1952,The product is excellent.,negative
1953,"It was okay, nothing great.",neutral
1954,The product is excellent.,negative
1955,Poor quality materials used.,neutral
1956,Quick resolution of my issue.,positive
1957,Worst experience I've ever had.,positive
1958,Quick resolution of my issue.,neutral
1959,Exceeded my expectations!,negative
1960,,
1961,"It was okay, nothing great.",negative
1962,The product is excellent.,negative
1963,Worst experience I've ever had.,neutral
1964,The product is excellent.,neutral
1965,Will not recommend to others.,positive
1966,The packaging was damaged.,neutral
1967,Poor quality materials used.,neutral
1968,Quick resolution of my issue.,positive
1969,Unhelpful and rude staff.,negative
1970,Good value for money.,negative
1971,The packaging was damaged.,positive
1972,Quick resolution of my issue.,negative
1973,Good value for money.,positive
1974,Good value for money.,negative
1975,Quick resolution of my issue.,neutral
1976,The product is excellent.,positive
1977,Loved the user interface.,negative
1978,Loved the user interface.,neutral
1979,,
1980,The product is excellent.,positive
1981,Worst experience I've ever had.,negative
1982,,
1983,Worst experience I've ever had.,neutral
1984,Terrible customer service.,negative
1985,The product is excellent.,neutral
1986,Unhelpful and rude staff.,positive
1987,Fast delivery and great support.,neutral
1988,,
1989,The product is excellent.,negative
1990,Good value for money.,neutral
1991,,
1992,Poor quality materials used.,neutral
1993,Terrible customer service.,neutral
1994,Terrible customer service.,positive
1995,Quick resolution of my issue.,positive
1996,The packaging was damaged.,neutral
1997,Worst experience I've ever had.,positive
1998,Fast delivery and great support.,positive
1999,Satisfied with the service.,negative
2000,Average experience overall.,positive
